track_id,track_name,artist,genre,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
t614,Track 614,Artist R1,country,50.0,0.635,0.591,-7.71,0.205,0.26,0.0,0.583,126.11,343202
t615,Track 615,Artist F0,rock,61.0,0.596,0.604,-9.71,0.057,0.0,0.224,0.31,139.18,187329
t616,Track 616,Artist M4,blues,53.0,0.547,0.297,-13.12,0.009,0.433,0.274,0.626,88.46,287097
t617,Track 617,Artist T0,edm,68.0,0.651,0.681,-6.7,0.078,0.07,0.0,0.419,78.62,207806
t618,Track 618,Artist M7,rock,60.0,0.425,0.921,-4.44,0.143,0.104,0.305,0.655,157.77,293176
t619,Track 619,Artist G14,country,70.0,0.718,0.691,-10.71,0.001,0.387,0.064,0.531,135.81,228992
t620,Track 620,Artist V7,k-pop,83.0,0.497,0.907,-1.93,0.074,0.091,0.185,0.731,156.1,94672
t621,Track 621,Artist Y1,edm,55.0,0.64,0.707,-9.95,0.107,0.0,0.0,0.69,149.87,263649
t622,Track 622,Artist H9,metal,53.0,0.43,0.88,-3.68,0.07,0.203,0.188,0.445,104.97,208476
t623,Track 623,Artist F12,blues,51.0,0.693,0.194,-16.41,0.045,0.514,0.06,0.645,140.77,296676
t624,Track 624,Artist C3,rock,41.0,0.478,0.75,-9.61,0.19,0.004,0.0,0.46,155.78,234567
t625,Track 625,Artist I15,pop,83.0,0.709,0.448,-11.5,0.115,0.069,0.0,0.535,118.33,318354
t626,Track 626,Artist M11,r&b,36.0,0.552,0.36,-14.86,0.163,0.527,0.0,0.415,101.45,189330
t627,Track 627,Artist B10,k-pop,83.0,0.66,0.558,-10.98,0.043,0.344,0.069,0.643,97.26,153300
t628,Track 628,Artist J7,country,44.0,0.677,0.485,-12.0,0.098,0.019,0.0,0.494,86.0,148232
t629,Track 629,Artist B9,edm,63.0,0.489,0.854,-5.24,0.018,0.264,0.265,0.486,106.43,166740
t630,Track 630,Artist Z7,country,74.0,0.664,0.486,-9.89,0.024,0.343,0.117,0.411,74.89,244582
t631,Track 631,Artist F11,pop,76.0,0.665,0.601,-11.52,0.0,0.122,0.021,0.379,117.15,237303
t632,Track 632,Artist M13,edm,60.0,0.508,0.991,-6.34,0.088,0.18,0.0,0.819,122.76,223466
t633,Track 633,Artist S9,reggaeton,53.0,0.886,0.786,-6.95,0.068,0.0,0.045,0.52,115.25,208154
t634,Track 634,Artist A15,pop,74.0,0.457,0.895,-2.2,0.071,0.065,0.112,0.636,133.16,279544
t635,Track 635,Artist G12,blues,66.0,0.597,0.612,-7.15,0.0,0.705,0.0,0.364,86.36,227308
t636,Track 636,Artist Z4,blues,50.0,0.733,0.197,-15.84,0.087,0.637,0.0,0.428,124.21,287185
t637,Track 637,Artist D10,rock,,0.443,0.849,-3.73,0.113,0.24,0.0,0.503,,151313
t638,Track 638,Artist B15,metal,55.0,0.353,0.94,-6.11,0.068,0.0,0.25,0.369,57.6,284105
t639,Track 639,Artist N3,hip-hop,93.0,0.863,0.588,-7.25,0.474,0.288,0.046,0.32,88.65,215958
t640,Track 640,Artist W13,folk,40.0,0.546,0.373,-12.83,0.112,0.532,0.0,0.301,72.49,154610
t641,Track 641,Artist D8,ambient,41.0,0.232,0.207,-12.86,0.081,0.809,0.581,0.249,103.32,89420
t642,Track 642,Artist A13,hip-hop,56.0,0.759,0.641,-8.79,0.252,0.0,0.055,0.615,152.14,179810
t643,Track 643,Artist E11,rock,50.0,0.486,0.607,-10.27,0.04,0.093,0.06,0.476,93.16,200653
t644,Track 644,Artist U1,jazz,60.0,0.58,0.588,-10.53,0.136,0.737,0.14,0.562,79.01,251264
t645,Track 645,Artist U3,jazz,55.0,0.575,0.381,-15.16,0.054,0.635,0.0,0.539,98.21,237150
t646,Track 646,Artist R5,rock,66.0,0.603,0.87,-4.95,0.083,0.017,0.163,0.287,115.87,159758
t647,Track 647,Artist O6,indie,48.0,0.536,0.254,-12.46,0.138,0.219,0.347,0.561,159.56,221026
t648,Track 648,Artist H2,metal,36.0,0.365,0.902,-5.13,0.159,0.0,0.265,0.385,136.99,185735
t649,Track 649,Artist W7,k-pop,78.0,0.904,0.73,-5.74,0.097,0.224,0.007,0.628,100.88,224157
t650,Track 650,Artist U1,country,74.0,0.658,0.416,-13.73,0.085,0.418,0.0,0.689,197.02,192876
t651,Track 651,Artist A7,blues,40.0,0.376,0.582,-7.87,0.102,0.592,0.0,0.375,108.57,157196
t652,Track 652,Artist D9,country,54.0,0.515,0.7,-6.31,0.123,0.184,0.183,0.612,101.06,196976
t653,Track 653,Artist S4,folk,74.0,0.409,0.239,-15.21,0.056,0.808,0.0,0.571,153.71,190525
t654,Track 654,Artist L9,hip-hop,74.0,0.784,0.718,-5.69,0.307,0.571,0.053,0.743,93.37,236359
t655,Track 655,Artist W12,edm,81.0,0.927,0.935,-6.85,0.068,0.251,0.0,0.582,146.04,269617
t656,Track 656,Artist H1,country,60.0,0.448,0.445,-12.02,0.131,0.35,0.0,0.331,131.62,134928
t657,Track 657,Artist U14,hip-hop,70.0,0.705,0.594,-10.78,0.252,0.0,0.199,0.43,160.94,266809
t658,Track 658,Artist D8,edm,71.0,0.619,0.96,-4.58,0.041,0.032,0.0,0.577,122.68,205102
t659,Track 659,Artist I6,rock,45.0,0.399,0.826,-4.03,0.072,0.276,0.0,0.528,148.41,159053
t660,Track 660,Artist T14,pop,67.0,0.739,0.452,-11.72,0.101,0.106,0.055,0.793,113.37,217874
t661,Track 661,Artist K10,hip-hop,77.0,0.621,0.731,-7.75,0.309,0.179,0.0,0.53,137.24,137573
t662,Track 662,Artist N2,jazz,49.0,0.326,0.454,-12.31,0.121,0.726,0.38,0.374,115.04,255281
t663,Track 663,Artist P12,pop,40.0,0.772,0.63,-9.75,0.082,0.469,0.0,0.657,125.17,224324
t664,Track 664,Artist A7,hip-hop,74.0,0.471,0.69,-3.87,0.375,0.181,0.0,0.239,122.98,142573
t665,Track 665,Artist R7,classical,22.0,0.393,0.055,-18.9,0.171,0.655,0.871,0.575,91.1,108419
t666,Track 666,Artist P8,indie,51.0,0.538,0.549,-9.84,0.129,0.305,0.0,0.741,69.82,327283
t667,Track 667,Artist J1,rock,70.0,0.575,0.787,-7.34,0.206,0.19,0.0,0.399,140.15,204366
t668,Track 668,Artist B0,rock,79.0,0.537,0.971,-0.62,0.118,0.0,0.0,0.446,85.97,287263
t669,Track 669,Artist E9,classical,58.0,0.324,0.304,-16.26,0.057,1.0,0.32,0.602,112.58,197919
t670,Track 670,Artist H4,pop,60.0,0.601,0.898,-4.65,0.08,0.19,0.3,0.646,115.09,253109
t671,Track 671,Artist G14,k-pop,57.0,0.703,0.599,-7.82,0.161,0.031,0.185,0.88,131.39,313999
t672,Track 672,Artist X12,indie,66.0,0.459,0.53,-7.66,0.112,0.301,0.0,0.22,87.94,172040
t673,Track 673,Artist H12,metal,74.0,0.298,0.876,-1.62,0.029,0.0,0.158,0.086,119.43,168311
t674,Track 674,Artist G7,edm,76.0,0.796,0.601,-9.42,0.128,0.107,0.0,0.934,106.47,169762
t675,Track 675,Artist S9,reggaeton,52.0,0.692,0.708,-8.1,0.045,0.3,0.002,1.0,132.04,309042
t676,Track 676,Artist W5,reggaeton,75.0,0.715,0.72,-8.89,0.031,0.0,0.175,0.47,135.04,180999
t677,Track 677,Artist R11,metal,63.0,0.544,0.831,-4.59,0.03,0.112,0.218,0.257,117.22,273577
t678,Track 678,Artist T10,rock,74.0,0.332,0.91,-5.37,0.113,0.49,0.032,0.303,109.39,254086
t679,Track 679,Artist P8,rock,52.0,0.924,0.98,-3.23,0.086,0.183,0.0,0.057,89.16,215294
t680,Track 680,Artist Z9,reggaeton,73.0,0.96,0.405,-12.14,0.14,0.125,0.258,0.698,90.4,207061
t681,Track 681,Artist V1,pop,63.0,0.871,0.581,-13.75,0.153,0.291,0.087,0.526,94.4,97792
t682,Track 682,Artist X7,r&b,51.0,0.484,0.727,-10.27,0.172,0.277,0.059,0.304,122.76,351492
t683,Track 683,Artist E0,hip-hop,76.0,0.565,0.812,-4.84,0.417,0.0,0.0,0.882,162.14,223997
t684,Track 684,Artist E5,edm,76.0,0.832,0.782,-4.89,0.005,0.0,0.222,0.297,156.66,260317
t685,Track 685,Artist N1,hip-hop,65.0,0.931,0.291,-18.19,0.378,0.338,0.148,0.639,76.68,270176
t686,Track 686,Artist B14,r&b,62.0,0.551,0.503,-9.05,0.19,0.346,0.0,0.445,138.04,161552
t687,Track 687,Artist L13,folk,68.0,0.17,0.571,-6.85,0.074,0.879,0.0,0.699,55.93,169534
t688,Track 688,Artist F1,folk,7.0,0.282,0.464,-11.45,0.134,0.522,0.0,0.396,145.78,199058
t689,Track 689,Artist A1,pop,67.0,0.626,0.769,-2.3,0.029,0.018,0.443,0.676,115.1,166439
t690,Track 690,Artist A10,hip-hop,82.0,0.642,0.822,-4.23,0.326,0.352,0.0,0.702,146.27,176323
t691,Track 691,Artist U4,indie,70.0,0.386,0.639,-8.73,0.067,0.328,0.0,0.435,121.72,198967
t692,Track 692,Artist L0,rock,77.0,0.67,0.656,-5.84,0.117,0.0,0.0,0.591,164.07,281292
t693,Track 693,Artist T10,folk,68.0,0.621,0.506,-8.73,0.135,0.714,0.1,0.388,153.73,148079
t694,Track 694,Artist U4,k-pop,97.0,0.854,0.955,-2.69,0.0,0.0,0.231,0.8,86.94,253052
t695,Track 695,Artist Q8,edm,72.0,0.77,0.99,-0.94,0.082,0.2,0.272,0.311,,255278
t696,Track 696,Artist P14,folk,60.0,0.652,0.411,-13.6,0.077,0.745,0.213,0.578,140.25,284498
t697,Track 697,Artist E6,pop,68.0,0.88,0.757,-5.91,0.08,0.119,0.056,0.289,101.12,324240
t698,Track 698,Artist H2,k-pop,37.0,0.716,0.672,-10.13,0.001,0.013,0.384,0.89,116.95,171458
t699,Track 699,Artist P9,lo-fi,34.0,0.639,0.147,-19.97,0.05,0.956,0.601,0.08,155.03,222303
t700,Track 700,Artist A8,lo-fi,41.0,0.646,0.299,-15.7,0.044,0.769,0.529,0.807,127.24,179022
t701,Track 701,Artist J1,ambient,37.0,0.198,0.0,-20.97,0.126,0.83,0.585,0.521,114.4,250967
t702,Track 702,Artist N1,lo-fi,23.0,0.386,0.283,-11.09,0.137,0.633,0.93,0.41,109.81,259831
t703,Track 703,Artist Q3,hip-hop,71.0,0.77,0.667,-8.59,0.336,0.132,0.0,0.487,55.05,242074
t704,Track 704,Artist N9,lo-fi,53.0,0.876,0.298,-15.64,0.116,0.416,0.464,0.429,112.5,254965
t705,Track 705,Artist U3,r&b,50.0,0.68,0.495,-10.93,0.071,0.179,0.0,0.397,90.73,236452
t706,Track 706,Artist E10,jazz,56.0,0.524,0.421,-10.59,0.101,0.503,0.006,0.757,121.89,267407
t707,Track 707,Artist D11,ambient,66.0,0.456,0.349,-9.26,0.155,0.736,0.731,0.41,130.45,274333
t708,Track 708,Artist H6,folk,54.0,0.889,0.293,-11.97,0.036,0.758,0.06,0.505,105.58,211426
t709,Track 709,Artist Z14,country,63.0,0.497,0.586,-10.39,0.09,0.304,0.0,0.564,144.2,250720
t710,Track 710,Artist O5,rock,70.0,0.439,0.791,-1.74,0.137,0.01,0.136,0.384,111.57,199625
t711,Track 711,Artist A10,lo-fi,63.0,1.0,0.196,-16.1,0.098,0.548,0.6,0.404,145.55,142711
t712,Track 712,Artist X7,blues,56.0,0.172,0.329,-14.81,0.117,0.725,0.015,0.2,163.61,187400
t713,Track 713,Artist I2,pop,100.0,0.879,0.63,-9.23,0.127,0.159,0.203,0.373,133.26,147271
t714,Track 714,Artist E3,reggaeton,74.0,0.764,0.543,-10.28,0.056,0.143,0.114,0.775,116.28,176198
t715,Track 715,Artist Y7,metal,64.0,0.625,1.0,-2.26,0.125,0.0,0.035,0.314,101.41,271829
t716,Track 716,Artist D1,pop,38.0,0.814,0.659,-7.38,0.027,0.286,0.053,0.85,138.83,180184
t717,Track 717,Artist I11,pop,79.0,0.695,0.843,-4.85,0.123,0.167,0.235,0.792,145.02,337597
t718,Track 718,Artist X11,blues,68.0,0.68,0.464,-10.34,0.042,0.277,0.14,0.409,96.13,205543
t719,Track 719,Artist U8,folk,57.0,0.401,0.456,-9.04,0.0,0.748,0.192,0.583,61.32,232878
t720,Track 720,Artist M2,indie,46.0,0.461,0.639,-8.66,0.148,0.415,0.0,0.711,119.49,142080
t721,Track 721,Artist D6,indie,82.0,0.518,0.461,-8.94,0.109,0.574,0.342,0.641,158.49,160277
t722,Track 722,Artist S1,ambient,53.0,0.256,0.271,-16.58,0.089,0.634,0.727,0.37,58.06,210164
t723,Track 723,Artist W12,edm,77.0,0.608,0.82,-3.29,0.073,0.0,0.0,0.479,136.06,328898
t724,Track 724,Artist N5,lo-fi,42.0,0.645,0.122,-18.41,0.006,0.676,0.631,0.261,97.83,143525
t725,Track 725,Artist M8,rock,71.0,0.773,0.409,-14.77,0.086,0.0,0.017,0.48,128.62,124596
t726,Track 726,Artist F1,country,65.0,0.882,0.569,-10.99,0.089,0.099,0.103,0.633,126.71,248231
t727,Track 727,Artist R7,country,18.0,0.344,0.571,-10.19,0.108,0.291,0.263,0.45,137.97,232490
t728,Track 728,Artist T6,reggaeton,81.0,0.634,0.767,-4.21,0.133,0.216,0.399,0.899,115.9,246983
t729,Track 729,Artist O11,indie,54.0,0.575,0.594,-7.82,0.101,0.39,0.0,0.416,99.65,164413
t730,Track 730,Artist V14,k-pop,58.0,0.702,0.8,-6.93,0.136,0.23,0.4,0.687,171.67,184403
t731,Track 731,Artist L0,pop,100.0,0.831,0.583,-6.98,0.148,0.143,0.088,0.412,142.6,159289
t732,Track 732,Artist H3,pop,82.0,0.555,0.662,-6.68,0.034,0.223,0.32,0.608,120.36,125865
t733,Track 733,Artist W5,pop,88.0,0.656,0.681,-6.04,0.0,0.204,0.095,0.312,100.43,218447
t734,Track 734,Artist X14,rock,42.0,0.415,0.848,-4.24,0.034,0.0,0.216,0.7,133.86,194455
t735,Track 735,Artist N11,pop,87.0,0.547,0.461,-15.05,0.093,0.0,0.469,0.825,87.53,247858
t736,Track 736,Artist X0,indie,45.0,0.424,0.318,-16.9,0.141,0.293,0.131,0.469,93.07,161397
t737,Track 737,Artist P8,blues,79.0,0.42,0.492,-9.87,0.107,0.505,0.12,0.154,143.73,230770
t738,Track 738,Artist U13,edm,62.0,0.802,0.699,-5.8,0.039,0.264,0.0,0.683,122.97,-1
t739,Track 739,Artist L5,pop,83.0,0.655,0.714,-5.7,0.121,0.0,0.0,0.726,80.59,218089
t740,Track 740,Artist W7,hip-hop,74.0,0.755,0.686,-7.19,0.308,0.267,0.0,0.684,105.7,163982
t741,Track 741,Artist N2,pop,68.0,0.678,0.686,-5.36,0.06,0.228,0.029,0.869,102.12,233588
t742,Track 742,Artist G3,classical,38.0,0.327,0.0,-19.06,0.032,1.0,0.552,0.19,107.13,225175
t743,Track 743,Artist W6,indie,50.0,0.527,0.609,-9.15,0.055,0.0,0.0,0.609,122.97,229714
t744,Track 744,Artist J4,hip-hop,49.0,0.706,0.924,-2.32,0.441,0.104,0.249,0.602,98.6,150493
t745,Track 745,Artist E5,hip-hop,78.0,0.808,0.536,-13.53,0.328,0.271,0.0,0.486,123.2,243377
t746,Track 746,Artist U9,country,76.0,0.387,0.609,-11.02,0.0,0.513,0.017,0.657,122.94,281147
t747,Track 747,Artist L5,folk,63.0,0.288,0.351,-16.9,0.1,0.683,0.127,0.054,102.49,216266
t748,Track 748,Artist Y11,country,45.0,0.553,0.452,-10.3,0.055,0.904,0.427,0.973,137.41,266204
t749,Track 749,Artist W3,blues,51.0,0.21,0.765,-7.57,0.088,0.608,0.0,0.141,114.64,187468
t750,Track 750,Artist L3,jazz,60.0,0.642,0.191,-17.44,0.085,0.415,0.0,0.617,108.8,277938
t751,Track 751,Artist V11,folk,40.0,0.436,0.415,-13.2,0.193,0.446,0.317,0.489,172.62,182225
t752,Track 752,Artist K14,folk,71.0,0.519,0.355,-14.4,0.061,0.649,0.398,0.259,90.55,117193
t753,Track 753,Artist R2,r&b,31.0,0.752,0.566,-10.82,0.233,0.538,0.0,0.572,106.28,275749
t754,Track 754,Artist S14,reggaeton,70.0,1.0,0.796,-9.63,0.096,0.127,0.0,0.457,115.86,139102
t755,Track 755,Artist O11,hip-hop,76.0,0.709,0.601,-9.6,0.35,0.281,0.166,0.786,93.14,325246
t756,Track 756,Artist O1,country,53.0,0.691,0.697,-7.72,0.097,0.191,0.05,0.466,119.86,209526
t757,Track 757,Artist Q11,edm,92.0,0.784,0.971,-1.78,0.006,0.0,0.0,0.635,119.31,98372
t758,Track 758,Artist K4,hip-hop,79.0,0.702,0.49,-16.9,0.292,0.237,0.238,0.173,135.78,210543
t759,Track 759,Artist M10,folk,63.0,0.662,0.351,-11.83,0.037,0.575,0.0,0.419,109.78,136716
t760,Track 760,Artist Y10,,,0.623,0.1,-16.22,0.073,0.282,0.616,0.388,,286644
t761,Track 761,Artist V13,pop,70.0,0.841,0.636,-7.65,0.053,0.254,0.0,0.801,136.24,164631
t762,Track 762,Artist V13,edm,81.0,1.0,0.657,-6.14,0.167,0.053,0.0,0.772,50.0,192676
t763,Track 763,Artist O9,k-pop,77.0,0.75,0.726,-8.28,0.289,0.0,0.113,0.68,96.26,250460
t764,Track 764,Artist V7,,,0.774,0.615,-9.45,0.113,0.379,0.152,0.655,,109352
t765,Track 765,Artist I12,hip-hop,58.0,0.74,0.485,-13.47,0.294,0.192,0.0,0.326,132.79,269988
t766,Track 766,Artist K9,hip-hop,68.0,0.926,0.645,-11.32,0.307,0.587,0.0,0.755,114.61,183577
t767,Track 767,Artist E12,hip-hop,65.0,0.781,0.705,-8.34,0.324,0.0,0.0,0.235,135.18,237406
t768,Track 768,Artist H13,edm,57.0,0.629,0.661,-6.78,0.07,0.0,0.08,1.0,111.46,204712
t769,Track 769,Artist S7,indie,65.0,0.669,0.728,-6.52,0.036,0.399,0.029,0.733,89.31,102435
t770,Track 770,Artist V12,k-pop,90.0,0.83,0.673,-7.29,0.074,0.355,0.0,0.557,155.5,226892
t771,Track 771,Artist O8,metal,73.0,0.374,0.933,-3.5,0.164,0.0,0.049,0.375,147.69,134685
t772,Track 772,Artist P9,hip-hop,60.0,0.958,0.706,-8.03,0.241,0.193,0.089,0.277,131.91,123436
t773,Track 773,Artist N9,rock,50.0,0.238,0.597,-11.06,0.021,0.003,0.261,0.762,116.73,222440
t774,Track 774,Artist U0,r&b,67.0,0.26,0.281,-13.57,0.062,0.259,0.133,0.472,158.59,192462
t775,Track 775,Artist M4,k-pop,69.0,0.677,0.888,-5.67,0.076,0.083,0.0,0.79,87.0,247750
t776,Track 776,Artist Z6,blues,47.0,0.577,0.559,-8.29,0.042,0.81,0.614,0.672,111.31,214955
t777,Track 777,Artist N1,pop,69.0,0.47,0.899,-5.88,0.156,0.045,0.188,0.523,81.51,176938
t778,Track 778,Artist S7,pop,80.0,0.739,0.8,-6.06,0.038,0.0,0.0,0.631,102.59,148735
t779,Track 779,Artist Q14,edm,64.0,0.668,0.894,-7.7,0.082,0.001,0.0,0.912,150.65,229391
t780,Track 780,Artist Z14,indie,56.0,0.297,0.559,-16.88,0.091,0.496,0.066,0.695,73.69,224563
t781,Track 781,Artist I15,hip-hop,79.0,1.0,0.786,-9.16,0.412,0.18,0.512,0.7,113.55,135191
t782,Track 782,Artist O1,hip-hop,65.0,0.806,0.661,-13.46,0.295,0.371,0.328,0.717,155.56,178722
t783,Track 783,Artist I13,country,54.0,0.585,0.398,-13.23,0.051,0.509,0.337,0.846,104.22,305967
t784,Track 784,Artist A8,pop,68.0,0.607,0.741,-8.01,0.063,0.074,0.006,0.572,125.88,213746
t785,Track 785,Artist Z12,country,60.0,0.487,0.595,-9.73,0.088,0.293,0.123,0.695,113.14,193243
t786,Track 786,Artist V4,k-pop,57.0,0.837,0.402,-12.52,0.071,0.345,0.0,0.88,149.49,206339
t787,Track 787,Artist M2,hip-hop,72.0,1.0,0.794,-5.2,0.283,0.091,0.0,0.613,95.68,105341
t788,Track 788,Artist S4,rock,68.0,0.589,0.751,-9.87,0.031,0.0,0.0,0.655,119.02,231726
t789,Track 789,Artist S6,hip-hop,76.0,0.891,0.773,-4.17,0.338,0.174,0.155,0.545,127.76,152481
t790,Track 790,Artist U9,r&b,96.0,0.536,0.528,-11.82,0.088,0.038,0.0,0.717,123.43,118627
t791,Track 791,Artist N1,country,44.0,0.717,0.452,-11.42,0.119,0.549,0.0,0.198,141.7,135266
t792,Track 792,Artist V8,hip-hop,73.0,1.0,0.448,-10.29,0.312,0.093,0.114,0.411,115.18,287820
t793,Track 793,Artist Z4,,,0.53,0.545,-11.34,0.102,0.645,0.23,0.373,,242251
t794,Track 794,Artist D2,r&b,66.0,0.7,0.503,-10.72,0.17,0.0,0.0,0.564,77.51,202601
t795,Track 795,Artist M9,reggaeton,73.0,0.679,0.655,-6.65,0.071,0.044,0.0,0.927,97.6,267647
t796,Track 796,Artist A9,lo-fi,46.0,0.344,0.538,-10.43,0.0,0.641,0.573,0.173,111.73,182213
t797,Track 797,Artist R3,hip-hop,77.0,0.923,0.646,-10.7,0.475,0.047,0.224,0.591,127.82,246322
t798,Track 798,Artist M14,hip-hop,68.0,0.695,0.815,-4.92,0.345,0.065,0.0,0.74,153.95,122774
t799,Track 799,Artist Y8,rock,59.0,0.548,0.915,-5.28,0.059,0.0,0.143,0.257,155.97,202847
t800,Track 800,Artist A12,rock,74.0,0.647,0.826,-5.86,0.042,0.0,0.0,0.508,120.52,206790
t801,Track 801,Artist H5,jazz,53.0,0.636,0.215,-15.9,0.145,0.82,0.206,0.451,94.74,197586
t802,Track 802,Artist E10,r&b,77.0,0.747,0.596,-8.55,0.151,0.485,0.22,0.875,144.17,144219
t803,Track 803,Artist A12,edm,80.0,0.917,0.916,-1.38,0.106,0.0,0.075,0.664,96.55,142562
t804,Track 804,Artist P14,edm,81.0,0.866,0.9,-5.97,0.0,0.019,0.201,0.501,140.57,324812
t805,Track 805,Artist W12,,,0.529,0.647,-7.05,0.093,0.065,0.0,0.631,,260884
t806,Track 806,Artist C7,metal,82.0,0.521,1.0,-6.83,0.067,0.076,0.0,0.74,74.72,252743
t807,Track 807,Artist F3,pop,47.0,0.587,0.517,-14.56,0.0,0.352,0.023,0.918,125.51,189174
t808,Track 808,Artist X2,hip-hop,69.0,0.898,0.739,-4.74,0.382,0.29,0.0,0.617,87.0,190762
t809,Track 809,Artist H2,folk,94.0,0.416,0.609,-8.43,0.115,0.563,0.073,0.589,100.61,247086
t810,Track 810,Artist M9,rock,67.0,0.959,0.936,-2.45,0.098,0.35,0.107,0.381,121.12,179147
t811,Track 811,Artist L8,edm,74.0,0.472,0.978,-1.78,0.0,0.232,0.0,0.559,54.17,311030
t812,Track 812,Artist W0,blues,77.0,0.462,0.129,-18.16,0.043,0.595,0.0,0.577,125.2,238306
t813,Track 813,Artist I14,rock,60.0,0.537,0.968,-1.48,0.101,0.417,0.0,0.395,128.32,199336
t814,Track 814,Artist H6,rock,50.0,0.322,0.773,-7.76,0.132,0.093,0.0,0.491,155.77,236493
t815,Track 815,Artist N10,country,76.0,0.641,0.396,-12.6,0.011,0.374,0.0,0.5,89.72,225925
t816,Track 816,Artist X4,hip-hop,56.0,0.673,0.81,-3.5,0.325,0.0,0.177,0.548,128.94,314062
t817,Track 817,Artist C3,pop,62.0,0.761,0.933,-3.86,0.039,0.237,0.13,0.259,83.82,258609
t818,Track 818,Artist G11,metal,36.0,0.845,0.947,-1.65,0.0,0.096,0.102,0.254,146.64,264228
t819,Track 819,Artist A5,lo-fi,67.0,0.559,0.368,-15.62,0.0,0.678,0.886,0.545,164.18,198503
t820,Track 820,Artist O1,reggaeton,51.0,0.966,0.655,-4.95,0.139,0.459,0.0,0.854,97.92,273408
t821,Track 821,Artist M8,rock,64.0,0.595,0.8,-5.73,0.113,0.119,0.05,0.498,121.87,247792
t822,Track 822,Artist F0,jazz,43.0,0.802,0.333,-15.41,0.084,0.655,0.0,0.558,109.9,222971
t823,Track 823,Artist I7,reggaeton,80.0,0.91,0.811,-9.26,0.007,0.352,0.265,0.654,115.52,103270
t824,Track 824,Artist M10,rock,38.0,0.267,0.775,-2.29,0.043,0.246,0.264,0.447,90.04,273126
t825,Track 825,Artist F1,hip-hop,42.0,0.665,0.603,-8.24,0.176,0.163,0.0,0.645,163.54,262398
t826,Track 826,Artist H8,lo-fi,45.0,0.452,0.159,-13.88,0.188,0.586,0.511,0.408,128.57,245203
t827,Track 827,Artist U0,pop,40.0,0.843,0.747,-7.85,0.091,0.456,0.333,0.604,98.24,130077
t828,Track 828,Artist N11,folk,76.0,0.558,0.148,-15.65,0.087,0.485,0.175,0.631,124.42,263087
t829,Track 829,Artist L1,folk,50.0,0.389,0.291,-14.49,0.086,0.669,0.135,0.45,102.92,253002
t830,Track 830,Artist R1,rock,66.0,0.582,1.0,0.0,0.073,0.243,0.0,0.622,140.55,228437
t831,Track 831,Artist F6,r&b,73.0,1.0,0.514,-8.18,0.008,0.0,0.0,0.543,146.97,288828
t832,Track 832,Artist G2,classical,23.0,0.341,0.266,-14.82,0.056,0.973,0.667,0.315,101.35,212586
t833,Track 833,Artist Z1,indie,65.0,0.596,0.661,-10.03,0.188,0.192,0.0,0.474,177.47,121312
t834,Track 834,Artist U9,jazz,60.0,0.685,0.553,-5.72,0.067,0.614,0.126,0.352,159.75,223723
t835,Track 835,Artist N6,metal,45.0,0.466,0.788,-2.02,0.17,0.0,0.008,0.651,117.93,247726
t836,Track 836,Artist J13,rock,69.0,0.753,0.762,-5.4,0.084,0.209,0.027,0.196,118.88,328278
t837,Track 837,Artist Q8,pop,62.0,0.712,0.502,-5.97,0.035,0.157,0.0,0.869,89.28,157572
t838,Track 838,Artist X5,edm,74.0,0.483,0.669,-5.12,0.093,0.0,0.287,0.766,77.63,117703
t839,Track 839,Artist Y3,r&b,77.0,0.743,0.666,-7.82,0.0,0.217,0.072,0.88,89.49,187563
t840,Track 840,Artist H7,folk,68.0,0.571,0.708,-7.73,0.07,0.509,0.033,0.343,84.75,140652
t841,Track 841,Artist C9,country,59.0,0.754,0.895,-0.22,0.15,0.527,0.0,0.48,111.05,324689
t842,Track 842,Artist Z14,rock,70.0,0.565,0.771,-6.33,0.114,0.203,0.0,0.378,102.18,189977
t843,Track 843,Artist S7,pop,88.0,0.828,0.829,-3.47,0.032,0.442,0.02,0.73,115.62,249918
t844,Track 844,Artist W7,pop,71.0,0.9,0.556,-9.86,0.026,0.113,0.0,0.688,146.83,192707
t845,Track 845,Artist F7,hip-hop,84.0,1.0,0.755,-5.61,0.355,0.0,0.17,0.334,155.31,234076
t846,Track 846,Artist C9,pop,55.0,0.623,0.528,-10.84,0.127,0.255,0.0,0.47,105.88,173469
t847,Track 847,Artist S14,edm,59.0,1.0,0.87,-3.16,0.034,0.144,0.0,0.835,60.18,238501
t848,Track 848,Artist P7,rock,57.0,0.709,0.701,-7.43,0.131,0.287,0.0,0.207,106.08,203813
t849,Track 849,Artist F6,indie,66.0,0.508,0.316,-15.4,0.048,0.452,0.227,0.291,83.53,224923
t850,Track 850,Artist Y9,edm,73.0,0.722,0.903,-3.11,0.138,0.0,0.493,0.761,142.79,133134
t851,Track 851,Artist O5,lo-fi,64.0,0.625,0.369,-12.18,0.044,0.606,0.638,0.424,107.39,229259
t852,Track 852,Artist R10,edm,74.0,0.657,0.729,-8.25,0.076,0.053,0.252,0.792,154.87,126549
t853,Track 853,Artist Y11,folk,33.0,0.646,0.208,-17.14,0.179,0.486,0.237,0.601,120.09,355415
t854,Track 854,Artist S0,pop,78.0,0.895,0.697,-7.02,0.008,0.0,0.072,0.673,99.1,319732
